--------------------------------------
sw_if_index: 3 | bits: 8 | size: 256 | mode: 4
pkt_count: -1099754752 | admitted times: 1379119 (0.000) | not_monitored: 1221024657 (.382)
raw_count swaps: 1476870 
hll_assigned: 587 (587)
--------------------------------------
< val > 	 < key > 	 Hll_count 	 stream_q 	 raw_count_index 	 raw_count_value 	 reg_count_value 	 max_reg_value 
   721.62 	 11.12.34.82    	    752.26 	     62.57 	 0522 	       7981 	        245 	 11
   754.09 	 11.12.34.7    	    747.34 	     62.99 	 0574 	       5288 	        242 	 10
   754.31 	 11.12.34.51    	    760.28 	     61.91 	 0576 	      15008 	        242 	 13
   729.23 	 11.12.34.14    	    763.34 	     61.67 	 0532 	       7246 	        240 	 11
   757.56 	 11.12.34.176    	    744.48 	     63.23 	 0578 	       7721 	        239 	 11
   748.68 	 11.12.34.131    	    809.77 	     58.13 	 0566 	       6981 	        243 	 9
   748.43 	 11.12.34.173    	    720.77 	     65.31 	 0564 	      42531 	        237 	 14
   796.61 	 11.12.34.114    	    824.71 	     57.08 	 0586 	       6308 	        246 	 10
   720.03 	 11.12.34.105    	    749.40 	     62.81 	 0515 	       6451 	        243 	 10
   736.74 	 11.12.34.225    	    744.82 	     63.20 	 0546 	       4594 	        242 	 10
   724.95 	 11.12.34.55    	    743.51 	     63.31 	 0526 	       8197 	        241 	 10
   734.94 	 11.12.34.24    	    759.21 	     62.00 	 0545 	       4786 	        242 	 9
   739.97 	 11.12.34.94    	    769.40 	     61.18 	 0551 	      11347 	        245 	 12
==========V=============
